0, 3
1, 29
2, 36
3, 34
4, 43
5, 46
6, 44
7, 49
8, 56
9, 47
10, 44
11, 50
12, 56
13, 67
14, 47
15, 55
16, 68
17, 77
18, 95
19, 80
20, 71
21, 113
22, 152
23, 102
24, 96
25, 93
26, 88
27, 87
28, 64
29, 70
30, 50
31, 73
32, 58
33, 63
34, 64
35, 70
36, 58
37, 46
38, 48
39, 49
40, 57
41, 49
42, 52
43, 37
44, 44
45, 34
46, 37
47, 25
48, 22
49, 30
50, 27
51, 23
52, 15
53, 26
54, 22
55, 19
56, 18
57, 16
58, 18
59, 18
60, 20
61, 17
62, 15
63, 16
64, 19
65, 15
66, 13
67, 10
68, 9
69, 11
70, 14
71, 12
72, 10
73, 8
74, 13
75, 20
76, 10
77, 10
78, 11
79, 5
80, 17
81, 14
82, 11
83, 14
84, 12
85, 20
86, 14
87, 14
88, 7
89, 21
90, 13
91, 28
92, 16
93, 19
94, 14
95, 24
96, 20
97, 19
98, 28
99, 29
100, 23
101, 24
102, 34
103, 33
104, 32
105, 25
106, 32
107, 35
108, 54
109, 44
110, 38
111, 51
112, 43
113, 33
114, 43
115, 45
116, 54
117, 43
118, 41
119, 54
120, 69
121, 56
122, 64
123, 66
124, 64
125, 58
126, 77
127, 63
128, 75
129, 69
130, 65
131, 61
132, 83
133, 86
134, 80
135, 72
136, 100
137, 105
138, 106
139, 96
140, 107
141, 103
142, 119
143, 110
144, 119
145, 122
146, 134
147, 89
148, 103
149, 85
150, 109
151, 106
152, 113
153, 84
154, 93
155, 106
156, 96
157, 86
158, 81
159, 94
160, 70
161, 65
162, 66
163, 76
164, 54
165, 53
166, 36
167, 29
168, 12
169, 23
170, 14
171, 18
172, 13
173, 11
174, 11
175, 6
176, 3
177, 4
178, 1
179, 3
180, 6
181, 2
182, 3
183, 1
184, 4
185, 2
186, 9
187, 6
188, 10
189, 8
190, 12
191, 10
192, 9
193, 22
194, 23
195, 20
196, 24
197, 24
198, 25
199, 40
200, 36
201, 45
202, 54
203, 69
204, 63
205, 54
206, 54
207, 53
208, 125
209, 164
210, 337
211, 419
212, 471
213, 477
214, 614
215, 556
216, 530
217, 454
218, 353
219, 1092
220, 724
221, 330
222, 321
223, 77
224, 43
225, 54
226, 30
227, 25
228, 26
229, 21
230, 14
231, 11
232, 9
233, 5
234, 7
235, 12
236, 5
237, 6
238, 2
239, 2
240, 5
241, 2
242, 3
243, 0
244, 3
245, 0
246, 1
247, 1
248, 1
249, 0
250, 1
251, 0
252, 1
253, 1
254, 0
255, 0
